,Bacteroides,Bifidobacterium,Phocaeicola,Fusicatenibacter,Roseburia,Hominilimicola,Blautia,Faecalibacterium,GGB4605,Ruminococcus,Anaerostipes,Collinsella,Agathobacter,Alistipes,GGB3612,Faecalibacillus,Dorea,Simiaoa,Hominenteromicrobium,Mediterraneibacter,Waltera,Parabacteroides,Candidatus Cibionibacter,Streptococcus,Escherichia,Coprococcus,Clostridium,Agathobaculum,Anaerobutyricum,Ruthenibacterium,Anaerotignum,Phascolarctobacterium,Eubacterium,Odoribacter,Lentihominibacter,Flavonifractor,Gallintestinimicrobium,Dysosmobacter,Lachnospira,Thomasclavelia,Veillonella,Haemophilus,Intestinibacter,Enterococcus,GGB51491,Actinomyces,Prevotella,Segatella,GGB3277,GGB4585,GGB4710,GGB4266,GGB3345,Holdemanella,Catenibacterium,Sarcina,Paratractidigestivibacter,Anthropogastromicrobium,GGB4564,Oscillibacter,Oliverpabstia,GGB4644,GGB82047,Pseudoflavonifractor,Vescimonas,GGB3862,Leyella,GGB9730,GGB51647,Butyricicoccus,GGB3118,GGB58067,GGB3478,GGB4604,GGB4682,GGB9642,GGB9715,GGB1495,GGB9627,GGB3636,GGB81330,GGB9634,Ellagibacter,GGB1239,GGB4552,Romboutsia,GGB9737,GGB51431,Slackia,GGB101072,GGB99810,GGB3189,Ligilactobacillus,GGB2983,GGB143455,GGB3256,GGB4642,GGB35068,GGB4723,Senegalimassilia,GGB9712,GGB3429,GGB9760,GGB9766,GGB49409,GGB4704,GGB9603,GGB4888,GGB9370,Pilosibacter,Faecalicatena,GGB9708,Rothia,GGB9290,GGB3588,GGB13404,Eshraghiella,Parolsenella,GGB9690,GGB9758,GGB9774,GGB9790,GGB4456,GGB1247,GGB3304,GGB3730,GGB9380,GGB4672,GGB9759,GGB115571,Jutongia,Mogibacterium,GGB9590,Akkermansia,GGB34797,GGB3109,GGB4611,Brotocaccenecus,GGB4591,Methanobrevibacter,GGB3623,GGB1627,GGB3306,GGB9342,GGB4699,GGB9691,GGB9677,GGB9636,GGB9602,GGB31460,GGB143497,GGB3653,Kineothrix,GGB9707,GGB4603,GGB9699,GGB13493,GGB4578,GGB1266,GGB4684,Wujia,GGB3619,GGB9747,GGB9293,GGB3321,GGB82668,GGB9618,GGB4584,GGB2958,GGB9778,GGB9608,GGB49418,GGB49284,GGB9786,GGB34228,Butyricimonas,GGB9302,GGB74412,GGB9383,GGB4884,GGB9767,Paraprevotella,Barnesiella,GGB9502,Bilophila,Hominiventricola,Holdemania,Lawsonibacter,GGB9522,GGB4599,Phoenicibacter,GGB9420,GGB9347,Treponema,GGB9762,GGB9345,GGB9787,Hominifimenecus,GGB9189,otros
37082_2#31,0.0,0.17732,0.0,0.47417,0.03974,0.0,11.74128,0.13339,0.09058,0.6554300000000001,0.19418,6.50721,0.0,0.0,0.09219,5.719130000000001,4.89914,0.0,0.0,0.24352,0.00083,0.0,0.05642,0.4110399999999999,0.04297,0.12963,3.10511,0.0,5.956869999999999,0.0,0.02284,0.0,0.00209,0.0,1.95473,0.0,0.0169099999999999,0.00236,0.0,0.0,0.0,0.0,0.0358,0.0,0.0,0.07318,0.02445,0.25769,0.0,0.0,0.0,0.0,0.0,9.68341,3.69993,2.42316,0.20296,0.0,0.01588,0.06267,1.39493,0.0,0.0,0.0,0.01264,0.03978,0.03227,1.01075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01159,0.00432,0.0,0.0,0.01723,0.00531,0.0,5.62676,0.0084,0.0004,0.23037,0.0,0.0,0.46448,0.0,0.00939,0.0,0.0,0.0,0.0,0.0,0.6845,0.0,0.05169,0.98366,0.0,0.0,0.2138199999999999,0.0,0.02233,0.0,0.0,2.01533,0.26674,0.0,0.0,0.0,0.0,0.0,0.56289,0.0,0.0,0.0,0.0,0.00202,0.0,0.0429,0.41595,0.01098,0.0038299999999999,0.0,0.1275,0.54072,0.02956,0.12532,0.0636,0.25151,0.0,0.0,0.141,0.0,0.0,0.0,0.0,0.06981,0.06932,0.03516,0.01808,0.0,0.0,0.0,0.0,0.0,0.0,0.23314,0.0,0.0,0.05656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4138199999999999,0.0,0.0,0.0,0.0,0.01418,0.0019399999999999,0.31998,0.0,0.0,0.0,0.0,0.0,0.0,0.12912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71056,3.56238,0.16568,0.00569,0.3826699999999999,0.0,0.22413,0.0,0.0,0.0,14.015100000000002
37082_2#32,0.0,0.0,0.0,1.04571,0.0,0.0,6.935169999999999,0.02196,0.0296399999999999,0.50076,0.40048,0.8455600000000001,0.0,0.0,0.0,1.09346,1.19342,0.0,0.00245,0.05455,0.0,0.0,0.16517,0.04557,0.0,0.01098,2.53541,0.03899,0.59592,0.0,0.03616,0.0,0.04053,0.0,0.14508,0.0,0.0,0.00976,0.0,0.0,0.0,0.0,0.11356,0.0,0.0,0.00237,0.0,0.2752699999999999,0.0,0.03995,0.01319,0.0,0.0,5.62824,0.00584,0.28664,0.37964,0.0,0.33347,0.03745,0.4237899999999999,0.00173,0.08855,0.00983,0.10852,0.05304,0.0519899999999999,0.5935199999999999,0.01638,0.0,0.0,0.0,0.0,0.05285,0.19824,0.07345,0.07123,0.0,0.0,0.0,0.0,0.6854899999999999,6.04419,0.0126299999999999,0.0095599999999999,0.07946,0.0,0.0,0.23096,0.0,0.15741,0.0,0.0,0.0,0.0,0.0,0.10285,0.0,0.1115599999999999,0.4630399999999999,0.0261199999999999,0.00414,0.23611,0.0,0.09796,0.0,0.00212,0.02658,0.18373,0.0,0.0,0.06461,0.00517,0.0,0.10375,0.0,0.0,0.07959,0.00268,0.0,0.0,0.04001,0.11109,0.0,0.0,0.0,0.0,2.21196,0.01996,0.0,0.0,0.21763,0.0,0.0,0.31276,0.0,0.22679,0.15777,0.2434,1.33345,0.0009,0.43785,0.02695,0.00307,1.33656,0.38614,0.23961,0.0,0.01754,0.61895,0.0,0.0143699999999999,0.0,0.0,0.0,0.0,0.00246,0.00248,0.0,0.7538699999999999,0.0,0.00262,0.0,0.0,0.0,0.27874,0.0,0.0,0.02903,0.36634,0.00731,0.03279,0.6921,0.0099099999999999,0.0,0.0,0.0244,0.0,0.05381,0.08272,0.0033399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02319,1.62674,0.47617,0.0,0.5053,0.05,4.23939,0.0,0.0,0.0,49.445350000000026
37082_2#3,4.61108,1.86175,1.8407,0.57006,7.42173,1.8718,5.07265,1.79056,0.0,20.9216,0.14422,0.0,0.5887100000000001,0.38585,0.0,0.2319699999999999,0.05445,0.35277,0.0,0.6562399999999999,0.06007,0.13738,10.16531,0.50471,0.4426199999999999,3.06,1.05313,0.01928,0.01349,0.17031,0.0,0.0,0.21991,0.0,0.4077699999999999,0.0,2.07603,0.0,0.1126,0.14062,0.15825,0.0,0.02454,0.0,0.0,0.06056,0.0,0.0,19.01173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05192,0.0,0.0,0.0,0.10001,0.0,0.0,0.0818,0.0,0.0215099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.05704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29251,0.0,0.0,0.03515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71922
37082_2#5,0.49536,3.53884,0.7631899999999999,5.27235,2.03833,0.6662600000000001,3.6759,2.42868,0.0,10.69157,1.51379,13.509,17.77671,0.09054,0.0,1.57143,4.29455,0.08232,0.86616,6.7813300000000005,0.0574,0.0974,1.14881,0.64907,0.7874399999999999,2.33906,0.77913,0.12609,0.12282,0.25228,0.0,0.17164,1.22782,0.00104,0.00898,0.00329,0.06791,0.0,0.1229599999999999,1.76994,0.0,0.0,0.0,0.0,0.0242,0.0,0.0,0.5627300000000001,0.37473,1.66854,0.0,0.0,0.0,0.03832,0.0,0.0,0.0,0.01424,0.0,0.03684,0.94227,0.11074,0.0,0.0,0.0066099999999999,0.0,0.0,0.14727,0.18891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.10374,0.0,0.0,0.03085,0.0,0.0,0.0,0.04257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892,0.1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01519,0.0,0.0,0.0,0.0,0.11269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03744,0.0,0.08516,0.01929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.32599,0.0,0.0,0.06423,0.0,0.0,0.0,0.0,0.04975,0.17018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02318,0.0,0.0,0.0,0.00636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71026
37082_2#6,1.36677,1.11676,2.6883,0.5797899999999999,1.19945,0.5241100000000001,1.2149299999999998,3.19924,0.0348399999999999,28.67972,0.03744,1.24424,30.82579,0.0059,0.0,0.34204,1.3356,0.0,1.99823,1.12289,0.32374,0.49936,0.76755,0.16847,0.66333,0.76347,0.92311,0.03318,0.00467,0.22889,0.01172,1.18422,0.41231,0.1166,0.02323,0.08235,0.36096,0.0026899999999999,0.0,0.00356,0.00992,0.0,0.0,0.0,0.00121,0.0,0.0,1.43801,0.10848,0.00851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02499,0.0,0.00795,0.49321,0.22587,0.0,0.0,0.25949,0.0,0.0,0.3211699999999999,0.03691,0.0,0.0,0.0,0.0,0.01374,0.0,0.0,0.61954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01141,0.0,0.0,0.0,0.0,0.0,0.15921,0.0,0.0,0.0,0.0,1.32096,0.0,0.0,0.3608699999999999,0.0,0.0,0.0,0.08739,0.0,0.0,0.0273899999999999,0.0,0.0,0.0,0.01371,0.09977,1.2475,0.0,0.0,0.02342,0.0,0.02203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8326399999999999,0.0,0.0,0.0,0.0,0.0,0.3381,0.0,0.01326,0.0,0.0,0.14776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24914,1.25929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09744,0.0,0.0,0.0,0.05889,0.0,0.00899,0.0,0.02898,0.0,0.0,0.0,0.03591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00497,0.0,5.135579999999962
37082_2#7,0.0,0.0,0.0,0.8199799999999999,0.0,0.0630299999999999,7.57348,0.0,0.0602,4.63523,0.44687,5.30305,27.836270000000003,0.0,0.0,9.56495,5.09636,0.0,0.059,20.764570000000003,0.0,0.0,0.15825,0.0,0.0,4.05242,0.0,0.53863,0.08845,0.01413,0.0,0.0,0.38936,0.0,0.29679,0.0,0.00233,0.0,0.00125,0.0,0.0,0.0,0.0,0.0,0.00863,0.0,0.0,0.0,3.83555,0.01278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10887,0.0,0.0,0.73332,0.34681,0.0,0.0,0.0,0.0,0.0,0.18745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.01157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141199999999999,0.0,0.0,0.00462,0.0,0.0,0.0,0.0,0.0,0.03246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30777,0.00297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09702,0.0,0.0,0.0,0.0,0.0,0.0444699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.382070000000004
37082_2#8,0.16497,0.01163,0.3322,0.48727,1.53919,0.13744,0.5121,1.2157,1.18819,0.31182,0.08444,0.36714,0.01566,0.5118,0.01329,1.30333,0.6756,0.10612,0.0506,1.48914,0.0,0.03294,0.02955,0.0038,0.0598299999999999,1.26171,0.1391599999999999,0.0,0.02298,0.03229,0.01618,0.14585,0.76366,0.04656,0.01923,0.0,0.0,0.00924,0.31311,0.0,0.0,0.00511,0.0,0.0,0.00145,0.0,0.0119,1.40202,0.0,5.73854,4.49798,0.0,0.0,0.0,0.0,0.0,0.0,0.16489,0.53604,0.39633,0.00487,0.0,0.0,0.04099,0.00228,0.0,0.8143699999999999,0.00989,3.99679,0.0,0.0,0.00183,0.0340899999999999,0.8247399999999999,0.0,0.0,0.09601,0.0,0.0,0.0,0.02083,0.31673,0.0,0.0,0.74583,0.04142,0.0,0.0,0.02136,0.0009599999999999,0.0335,0.0,0.0,0.00296,0.0,0.0,9.22125,0.00056,0.8879799999999999,0.0,0.00976,0.0,0.14867,0.0076,0.00244,0.0,0.14679,0.0,0.0,0.00138,0.15609,0.02605,0.0,0.0157,0.0,0.0,1.12789,0.0,0.0,0.6492,0.00276,0.0267399999999999,0.0,0.0,0.15216,0.06861,0.0,0.0,0.00035,0.04994,0.20701,0.0,0.0,0.19482,0.02701,0.0,0.0,0.06897,0.7586,0.0,0.0,0.50163,0.0,0.0,0.02671,0.02375,0.0049,0.0,0.0,0.0,0.00431,0.6283,0.0,0.0,0.03016,0.01737,0.0,0.0,0.0,0.0367899999999999,0.38095,0.03297,0.00422,0.08979,0.0881,0.0,0.00079,0.90304,0.03178,0.0,0.0,0.03119,0.00467,0.00495,0.0,0.00787,0.00971,0.09876,0.0,0.0,0.0,0.01548,0.04248,0.00866,0.0,0.01644,0.0006799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05239,0.00016,49.765240000000034
37082_2#9,1.433,0.60368,0.80042,0.18742,0.24878,0.0,0.1449099999999999,1.31125,0.0,3.4681300000000004,0.00583,0.25196,0.0,2.1752700000000003,0.0,0.0,1.30856,0.00654,0.1813,0.75567,0.0045899999999999,0.2658,0.03185,0.0,0.05975,0.55903,0.02841,0.01192,0.04437,0.17751,0.0115,1.10153,0.04601,0.1076,0.1432,0.0,0.0,0.12725,0.00677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06838,0.0,0.0,0.0,0.0,0.0,0.0,0.2708,0.0,0.0,0.02102,0.00496,0.42031,0.03288,0.0,0.0,0.0,1.01173,0.0,0.0,0.27133,0.05248,0.0,0.0,0.04536,0.0,0.0,0.4831899999999999,0.0,1.5522,0.0,0.02505,0.0,0.00032,0.38521,0.11458,0.0,0.03336,0.00576,0.24803,0.0,0.0,0.0,0.0,0.01204,0.0,0.0,0.00889,0.0,0.76126,0.0,0.0,0.0,0.04921,0.0,0.15644,0.11043,0.0086,0.0,0.97072,0.0,0.0,0.00037,0.00401,0.72105,0.0,0.0094,0.0,0.00451,0.0,0.0,0.0,1.14135,0.472,0.12668,0.0,0.0,1.3573,0.0,0.0,0.0,0.03795,0.0069299999999999,0.0009,0.02018,0.0,0.38845,0.08867,0.02309,0.0,0.04127,0.0,0.80602,0.00809,10.5788,5.1538900000000005,0.07416,0.89765,1.60014,1.33357,0.00621,0.02968,0.4484,0.50579,0.47238,0.01389,0.03826,0.0,0.02738,0.0,0.0,0.0,0.11256,0.45828,0.02419,0.30263,0.21825,0.17131,0.0,0.04952,0.00218,0.8250700000000001,0.19058,0.0,0.00686,0.01348,0.347,0.01355,0.0688,0.37294,0.0,0.0,0.0,0.13024,0.03567,0.35214,0.02278,0.0271,0.0107599999999999,0.03456,0.05008,0.01584,0.0,0.0,0.0,0.01655,0.0,0.0,2.79779,0.1069799999999999,0.19775,0.04136,41.81043
37082_3#10,0.0,1.35809,0.0,0.18786,0.0,0.0,1.08097,0.5260100000000001,0.13594,7.87285,0.0,0.40262,0.00643,0.0,0.00125,0.10242,0.3502099999999999,0.0,0.08392,0.02101,0.00302,0.0,0.2326599999999999,0.1030099999999999,0.0,0.06386,1.32809,0.0,0.18007,0.0,0.0,0.0,0.0449699999999999,0.0,0.22161,0.0,0.0,0.01255,0.04029,0.0,0.0,0.0028399999999999,0.08711,0.0,0.0,0.00592,0.01082,0.1915099999999999,0.50778,0.14782,0.0,0.0,0.0,2.34267,0.00081,0.0,0.0969999999999999,0.0,0.53417,0.09844,0.71328,0.21136,0.00371,0.11281,0.53943,4.02225,0.02932,0.6566,0.00425,0.0,0.0,0.00793,0.0,0.15235,0.0,0.02548,0.15399,0.0,0.0,0.0,0.09776,1.32091,1.39437,0.01444,0.04749,0.04005,0.0,0.07887,0.19136,0.0,0.0,0.0,0.0,0.0,0.01524,0.0,1.4078700000000002,0.0,0.04587,0.2110199999999999,0.01787,0.00735,0.25863,0.33485,0.0495899999999999,0.01942,0.0,0.45865,0.0622799999999999,0.0,0.0,0.4805899999999999,0.0,0.03943,0.15987,0.0,0.1482,0.02174,0.0,1.7421099999999998,0.00515,0.13382,0.4521199999999999,0.0257,0.77875,0.0019,0.1085599999999999,0.72458,0.06435,0.00742,0.0,0.04682,0.00652,0.0,0.0781,0.0,6.98202,0.02168,0.00634,5.626930000000001,0.00106,1.58061,0.04991,0.1341099999999999,0.81142,0.0260399999999999,0.0313,0.2261,0.1342799999999999,0.3113,0.04249,0.0,0.01072,0.0,0.0,0.0237,0.0,0.00212,0.0,0.5484899999999999,0.0006,0.00323,0.0,0.02391,0.21719,0.09912,0.0,0.0,0.00124,0.56505,0.00313,0.0406199999999999,0.10464,0.24176,0.0,0.0,0.11127,0.0,0.07803,0.08425,0.10718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01153,1.80162,0.0418199999999999,0.17519,0.0146699999999999,0.55738,0.4668899999999999,0.33005,0.0,0.0,0.00556,42.22446999999999
37082_3#11,0.0,5.436319999999999,0.0,0.66259,0.04465,0.08356,2.93336,0.2621,0.0,1.32818,0.0069299999999999,3.74188,2.00808,0.0,0.0,0.68508,3.05603,0.0,0.01543,1.96244,0.0,0.0,1.17994,10.5061,1.4947,0.6532600000000001,1.75662,0.0,0.1255599999999999,0.0,0.0,0.0,0.4825399999999999,0.0,2.25888,0.0,0.0,0.0,0.0,0.0,0.0,0.01055,0.0,0.1198099999999999,0.0,0.0,0.0,0.27418,0.0,0.0,0.0,0.0,0.0,2.03592,0.0,1.29171,2.08512,0.0899799999999999,0.0,0.0716,0.51941,0.0297699999999999,0.14619,0.23087,0.13164,0.0,0.0,4.87236,0.0,0.39621,0.0,0.0,0.0,0.0,0.0807799999999999,0.01623,0.0,0.0,0.16142,0.0,0.0,0.42595,0.0,0.0,0.1799,0.00158,0.0,0.02805,0.16282,0.0,0.0,0.0,0.5827,0.0,0.01809,2.47997,2.3711900000000004,0.0,0.0,0.07315,0.0,0.0,0.38109,0.17284,0.0,0.0,0.23428,0.0,0.0,0.0,0.0,0.03091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91374,0.0,0.1335,0.0,0.0,0.00648,0.0,0.0,0.0,0.12029,0.0,0.0,0.0,0.0,0.0,0.04204,0.0,0.0,0.0,0.0,4.89571,0.0,0.0,0.07355,0.04048,2.04116,0.0,0.0,0.0,0.0,0.0,0.0,1.03552,0.0,0.0,0.0,0.0,0.0,0.0,0.10643,0.40483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10415,0.0,0.00761,0.06109,0.13238,0.0,0.0,0.0,0.0,0.0,0.0,0.19595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25981,0.0,0.0,0.05149,0.0,0.0,0.0,0.04053,0.0,0.0,28.94275999999999
37082_3#12,0.00849,0.0,0.0,0.37231,1.63004,0.1196,1.72375,16.13192,0.01435,16.498739999999998,0.00954,0.57926,0.7793,0.0,0.02173,0.5465899999999999,2.02663,0.34761,0.16275,1.03977,0.93423,0.0,0.26458,2.44192,0.14018,2.0465,1.18229,0.7036,0.04627,0.0,0.01017,0.0,0.42828,0.0,0.0,0.0,0.28417,0.09293,0.0146,0.0,0.21474,0.6604300000000001,0.00126,0.0,0.00178,0.01151,0.01894,2.0979,0.00839,0.05073,0.1270099999999999,0.39665,0.0,1.5968,1.34914,0.10597,0.40959,0.0841399999999999,0.04771,0.5808399999999999,0.02925,1.58423,0.28302,0.2452099999999999,0.0,1.29992,0.03375,1.22789,0.0,0.21702,0.06837,0.02158,0.06598,0.01983,0.0,0.1919799999999999,0.0148199999999999,0.26394,0.0,0.0710399999999999,0.19663,0.44647,0.2610699999999999,0.35158,0.18103,0.0,0.044,0.2303199999999999,0.00905,0.00381,0.0628,0.00769,0.0,0.0,0.26532,0.094,0.39744,0.00203,0.06631,0.20876,0.09801,0.02502,0.21988,0.08991,0.07142,0.10634,0.0285899999999999,0.03216,0.0036799999999999,0.0,0.08205,0.30004,0.00717,0.0,0.00793,0.0,0.0,0.0091799999999999,0.0,0.05739,0.01865,0.15655,0.0,0.0,0.0,0.04606,0.06348,0.11632,0.01509,0.05191,0.01164,0.03906,0.01977,0.02484,0.0,0.0,0.0,0.0,0.0,1.20854,0.18168,0.55976,0.0,0.0,0.0,0.0,0.0,0.06826,0.01519,0.1021799999999999,0.02986,0.18249,0.32321,0.0152699999999999,0.1821,0.0,0.03863,0.18411,0.0,0.00942,0.0,0.02906,0.0,0.0,0.0058,0.0,0.0,0.0,0.00655,0.01663,0.01383,0.0,0.04833,0.0,0.0,0.0,0.0,0.00225,0.02374,0.76071,0.06261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358,0.0,0.05899,0.0,0.08822,0.09931,0.0033299999999999,0.03233,0.01059,0.0,0.0,27.06730999999992
37082_3#13,0.0,0.22701,0.25948,0.0396199999999999,0.2100199999999999,0.2417,4.09195,0.14527,0.14587,7.91787,0.20585,1.19848,0.65973,0.0,0.0,0.73747,1.18982,0.0,0.1280099999999999,1.6167,0.00535,0.0,0.6270899999999999,0.3507099999999999,0.07822,0.88297,0.07088,0.0,1.41196,0.0,0.0,0.16484,0.1907599999999999,0.0,0.25295,0.0,0.0,0.00443,0.07413,0.0,0.0,0.0,0.4009,0.0,0.0075299999999999,0.0,0.02482,0.75758,0.01886,0.0,0.18168,0.18473,0.0,6.58125,1.54018,0.33343,0.3060199999999999,0.01839,0.0,0.46133,0.0271,3.55275,0.0,0.0,0.22815,0.0,0.0787,0.58941,0.0,0.05944,0.0,0.0,0.0,1.27163,0.0,0.23988,0.0,0.01738,0.02755,0.00262,0.07092,0.6948300000000001,0.71385,0.0608,0.0,0.04573,0.0,0.0,0.14603,0.0,0.00115,0.0,0.0213,0.0,0.00424,0.0,0.95698,0.06536,0.0,0.41612,0.06094,0.02428,0.3374,0.00447,0.01054,0.0,0.04006,0.37738,0.12502,0.0,0.11513,0.19468,0.0,0.0,0.71746,0.0,0.03735,0.16927,0.0323699999999999,0.07384,0.0,0.22989,0.13423,0.03128,0.0,0.00701,0.20934,0.47067,0.05661,0.10759,0.0,0.09371,0.0,0.49037,0.05209,0.0,0.0,3.81534,0.0,16.08013,0.0,0.08142,0.86039,0.1787,0.0,0.0,3.14954,0.2058199999999999,0.00251,0.0,0.0,0.4221,0.0,0.0,0.0,0.00065,0.0,0.48153,0.11982,0.0,0.0,0.00207,0.14862,0.0,0.0,0.14547,0.0,0.00557,0.22205,0.1739099999999999,0.0,0.3423,0.04573,0.38134,0.0,0.0,0.06548,0.0,0.0,0.18767,0.17275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51218,0.0,0.0,2.58845,0.08353,0.16742,0.20736,0.0,0.0,21.70941000000002
37082_3#14,0.08402,5.17576,0.03038,0.0189,0.11245,0.07084,10.96897,0.19979,12.62129,13.2112,0.0,3.02478,0.0,0.05189,0.0,7.22519,0.6177,0.0,0.67003,0.78856,2.71877,0.00499,0.07686,0.15778,0.0341,0.09136,0.11449,0.01026,0.04061,0.0,0.0,0.01401,3.2812300000000003,0.00817,0.5181600000000001,0.0,0.0163199999999999,0.0,0.0,0.0321,0.0,0.0,0.22165,0.0,0.0,0.00186,0.0,0.3777,0.0,0.0,0.0,0.0,0.0,0.1358,0.0,0.16974,0.0,0.0,0.52418,0.62861,0.01599,0.60615,0.0,0.0,3.7806,0.0,0.0,0.0618,0.0323699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.06479,0.20744,0.0,0.00212,0.0,0.0036,0.08964,0.1243599999999999,0.0,0.0580399999999999,0.00678,0.0,0.0,0.07124,0.0,0.0,0.00285,0.0,0.0,0.0,0.51532,0.0,0.0,0.0,0.2175099999999999,0.00288,0.12946,0.01108,0.0,0.0105799999999999,0.0,0.03275,0.0,0.0,0.02574,0.04618,0.18131,0.06229,0.0,0.00604,0.0,0.0834299999999999,0.0,0.0,0.01094,0.0,0.17695,0.0149699999999999,0.0,0.01824,0.0,0.0,0.0,0.0,0.04,0.00966,0.0,0.0,7.7143,0.02896,0.0,0.0,0.0,0.0,0.0,0.14656,0.0,0.45945,0.0,0.1671099999999999,0.03331,0.0,0.0,0.0,0.01598,0.0,0.0,0.0,0.01324,0.0,0.4938,0.4862399999999999,0.0,0.0,0.17093,0.95107,0.0,0.12849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00183,0.09925,0.0,0.0,0.0,0.01672,0.0,0.0,0.0,0.0,0.0,0.03926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.259899999999963
